CIPCode2010,CIPTitle2010,Action,Text change,CIPCode2020,CIPTitle2020,,,CIPCode2010,CIPCode2020
60.0418,Nuclear Medicine Residency Program.,Moved to,no,61.1201,Nuclear Medicine Residency Program.,,,60.0418,61.1201
60.0419,Obstetrics and Gynecology Residency Program.,Moved to,no,61.1301,Obstetrics and Gynecology Residency Program.,,,60.0419,61.1301
60.0420,Occupational Medicine Residency Program.,Moved to,no,61.2303,Occupational Medicine Residency Program.,,,60.042,61.2303
60.0421,Ophthalmology Residency Program.,Moved to,no,61.1401,Ophthalmology Residency Program.,,,60.0421,61.1401
60.0422,Orthopedic Surgery Residency Program.,Moved to,no,61.1501,Orthopedic Surgery Residency Program.,,,60.0422,61.1501
60.0423,Otolaryngology Residency Program.,Moved to,no,61.1701,Otolaryngology Residency Program.,,,60.0423,61.1701
60.0424,Pathology Residency Program.,Moved to,yes,61.1801,Combined Anatomic and Clinical Pathology Residency Program.,,,60.0424,61.1801
60.0425,Pediatrics Residency Program.,Moved to,no,61.1901,Pediatrics Residency Program.,,,60.0425,61.1901
60.0426,Physical Medicine and Rehabilitation Residency Program.,Moved to,no,61.2001,Physical Medicine and Rehabilitation Residency Program.,,,60.0426,61.2001
60.0427,Plastic Surgery Residency Program.,Moved to,no,61.2101,Plastic Surgery Residency Program.,,,60.0427,61.2101
60.0428,Psychiatry Residency Program.,Moved to,no,61.2401,Psychiatry Residency Program.,,,60.0428,61.2401
60.0429,Public Health and General Preventive Medicine Residency Program.,Moved to,no,61.2301,Public Health and General Preventive Medicine Residency Program.,,,60.0429,61.2301
60.0430,Radiation Oncology Residency Program.,Moved to,no,61.2501,Radiation Oncology Residency Program.,,,60.043,61.2501
60.0431,Radiologic Physics Residency Program.,Moved to,no,61.2610,Radiologic Physics Residency Program.,,,60.0431,61.261
60.0432,Thoracic Surgery Residency Program.,Moved to,yes,61.2707,Thoracic Surgery Fellowship Program.,,,60.0432,61.2707
60.0433,Urology Residency Program.,Moved to,yes,61.2801,Urology Residency Program.,,,60.0433,61.2801
60.0434,Vascular Surgery Residency Program.,Moved to,yes,61.2708,Vascular Surgery Fellowship Program.,,,60.0434,61.2708
60.0499,"Medical Residency Programs - General Certificates, Other.",Deleted,no,60.0499,Deleted,,,60.0499,60.0499
60.05,Medical Residency Programs - Subspecialty Certificates.,Deleted,no,60.05,Deleted,,,60.05,60.05
60.0501,Addiction Psychiatry Residency Program.,Moved to,yes,61.2402,Addiction Psychiatry Fellowship Program.,,,60.0501,61.2402
60.0502,Adolescent Medicine Residency Program.,Moved to,yes,61.1902,Adolescent Medicine Fellowship Program.,,,60.0502,61.1902
60.0503,Blood Banking/Transfusion Medicine Residency Program.,Moved to,yes,61.1804,Blood Banking/Transfusion Medicine Fellowship Program.,,,60.0503,61.1804
60.0504,Cardiovascular Disease Residency Program.,Moved to,yes,61.0804,Cardiovascular Disease Fellowship Program.,,,60.0504,61.0804
60.0505,Chemical Pathology Residency Program.,Moved to,yes,61.1805,Chemical Pathology Fellowship Program.,,,60.0505,61.1805
60.0506,Child Abuse Pediatrics Residency Program.,Moved to,yes,61.1903,Child Abuse Pediatrics Fellowship Program.,,,60.0506,61.1903
60.0507,Child and Adolescent Psychiatry Residency Program.,Moved to,yes,61.2403,Child and Adolescent Psychiatry Fellowship Program.,,,60.0507,61.2403
60.0508,Clinical Cardiac Electrophysiology Residency Program.,Moved to,yes,61.0805,Clinical Cardiac Electrophysiology Fellowship Program.,,,60.0508,61.0805
60.0509,Clinical Neurophysiology Residency Program.,Moved to,yes,61.1103,Clinical Neurophysiology Fellowship Program.,,,60.0509,61.1103
60.0510,Congenital Cardiac Surgery Residency Program.,Moved to,yes,61.2704,Congenital Cardiac Surgery Fellowship Program.,,,60.051,61.2704
60.0511,Critical Care Medicine Residency Program.,Moved to,yes,61.0202,Critical Care Medicine Fellowship Program.,,,60.0511,61.0202
60.0512,Cytopathology Residency Program.,Moved to,yes,61.1806,Cytopathology Fellowship Program.,,,60.0512,61.1806
60.0513,Dermatopathology Residency Program.,Moved to,yes,61.0502,Dermatopathology Fellowship Program.,,,60.0513,61.0502
60.0514,Developmental-Behavioral Pediatrics Residency Program.,Moved to,yes,61.1904,Developmental-Behavioral Pediatrics Fellowship Program.,,,60.0514,61.1904
60.0515,Diagnostic Radiologic Physics Residency Program.,Moved to,no,61.2604,Diagnostic Radiologic Physics Residency Program.,,,60.0515,61.2604
60.0516,"Endocrinology, Diabetes and Metabolism Residency Program.",Moved to,yes,61.0806,"Endocrinology, Diabetes, and Metabolism Fellowship Program.",,,60.0516,61.0806
60.0517,Forensic Pathology Residency Program.,Moved to,yes,61.1807,Forensic Pathology Fellowship Program.,,,60.0517,61.1807
60.0518,Forensic Psychiatry Residency Program.,Moved to,yes,61.2405,Forensic Psychiatry Fellowship Program.,,,60.0518,61.2405
60.0519,Gastroenterology Residency Program.,Moved to,yes,61.0807,Gastroenterology Fellowship Program.,,,60.0519,61.0807
60.0520,Geriatric Medicine Residency Program.,Moved to,yes,61.0203,Geriatric Medicine Fellowship Program.,,,60.052,61.0203
60.0521,Geriatric Psychiatry Residency Program.,Moved to,yes,61.2406,Geriatric Psychiatry Fellowship Program.,,,60.0521,61.2406
60.0522,Gynecologic Oncology Residency Program.,Moved to,yes,61.1302,Gynecologic Oncology Fellowship Program.,,,60.0522,61.1302
60.0523,Hematological Pathology Residency Program.,Moved to,yes,61.1808,Hematological Pathology Fellowship Program.,,,60.0523,61.1808
60.0524,Hematology Residency Program.,Moved to,yes,61.0808,Hematology Fellowship Program.,,,60.0524,61.0808
60.0525,Hospice and Palliative Medicine Residency Program.,Moved to,yes,61.0205,Hospice and Palliative Medicine Fellowship Program.,,,60.0525,61.0205
60.0526,Immunopathology Residency Program.,Moved to,yes,61.1809,Immunopathology Fellowship Program.,,,60.0526,61.1809
60.0527,Infectious Disease Residency Program.,Moved to,yes,61.0810,Infectious Disease Fellowship Program.,,,60.0527,61.081
60.0528,Interventional Cardiology Residency Program.,Moved to,yes,61.0811,Interventional Cardiology Fellowship Program.,,,60.0528,61.0811
60.0529,Laboratory Medicine Residency Program.,Moved to,yes,61.1810,Laboratory Medicine Fellowship Program.,,,60.0529,61.181
60.0530,Maternal and Fetal Medicine Residency Program.,Moved to,yes,61.1303,Maternal and Fetal Medicine Fellowship Program.,,,60.053,61.1303
60.0531,Medical Biochemical Genetics Residency Program.,Moved to,yes,61.0904,Medical Biochemical Genetics Residency Program.,,,60.0531,61.0904
60.0532,Medical Microbiology Residency Program.,Moved to,yes,61.1811,Medical Microbiology Fellowship Program.,,,60.0532,61.1811
60.0533,Medical Nuclear Physics Residency Program.,Moved to,no,61.2605,Medical Nuclear Physics Residency Program.,,,60.0533,61.2605
60.0534,Medical Oncology Residency Program.,Moved to,yes,61.0813,Medical Oncology Fellowship Program.,,,60.0534,61.0813
60.0535,Medical Toxicology Residency Program.,Moved to,yes,61.0208,Medical Toxicology Fellowship Program.,,,60.0535,61.0208
60.0536,Molecular Genetic Pathology Residency Program.,Moved to,yes,61.1812,Molecular Genetic Pathology Fellowship Program.,,,60.0536,61.1812
60.0537,Musculoskeletal Oncology Residency Program.,Moved to,yes,61.1502,Musculoskeletal Oncology Fellowship Program.,,,60.0537,61.1502
60.0538,Neonatal-Perinatal Medicine Residency Program.,Moved to,yes,61.1905,Neonatal-Perinatal Medicine Fellowship Program.,,,60.0538,61.1905
60.0539,Nephrology Residency Program.,Moved to,yes,61.0812,Nephrology Fellowship Program.,,,60.0539,61.0812
60.0540,Neurodevelopmental Disabilities Residency Program.,Moved to,yes,61.1106,Neurodevelopmental Disabilities Fellowship Program.,,,60.054,61.1106
60.0541,Neuromuscular Medicine Residency Program.,Moved to,yes,61.0209,Neuromuscular Medicine Fellowship Program.,,,60.0541,61.0209
60.0542,Neuropathology Residency Program.,Moved to,yes,61.1813,Neuropathology Fellowship Program.,,,60.0542,61.1813
60.0543,Neuroradiology Residency Program.,Moved to,yes,61.2607,Neuroradiology Fellowship Program.,,,60.0543,61.2607
60.0544,Neurotology Residency Program.,Moved to,yes,61.1702,Neurotology Fellowship Program.,,,60.0544,61.1702
60.0545,Nuclear Radiology Residency Program.,Moved to,yes,61.2608,Nuclear Radiology Fellowship Program.,,,60.0545,61.2608
60.0546,Orthopedic Sports Medicine Residency Program.,Moved to,yes,61.1503,Orthopedic Sports Medicine Fellowship Program.,,,60.0546,61.1503
60.0547,Orthopedic Surgery of the Spine Residency Program.,Moved to,yes,61.1504,Orthopedic Surgery of the Spine Fellowship Program.,,,60.0547,61.1504
60.0548,Pain Medicine Residency Program.,Moved to,yes,61.0210,Pain Medicine Fellowship Program.,,,60.0548,61.021
60.0549,Pediatric Cardiology Residency Program.,Moved to,yes,61.1906,Pediatric Cardiology Fellowship Program.,,,60.0549,61.1906
60.0550,Pediatric Critical Care Medicine Residency Program.,Moved to,yes,61.1907,Pediatric Critical Care Medicine Fellowship Program.,,,60.055,61.1907
60.0551,Pediatric Dermatology Residency Program.,Moved to,yes,61.0503,Pediatric Dermatology Fellowship Program.,,,60.0551,61.0503
60.0552,Pediatric Emergency Medicine Residency Program.,Moved to,yes,61.1908,Pediatric Emergency Medicine Fellowship Program.,,,60.0552,61.1908
60.0553,Pediatric Endocrinology Residency Program.,Moved to,yes,61.1909,Pediatric Endocrinology Fellowship Program.,,,60.0553,61.1909
60.0554,Pediatric Gastroenterology Residency Program.,Moved to,yes,61.1910,Pediatric Gastroenterology Fellowship Program.,,,60.0554,61.191
60.0555,Pediatric Hematology-Oncology Residency Program.,Moved to,yes,61.1911,Pediatric Hematology-Oncology Fellowship Program.,,,60.0555,61.1911
60.0556,Pediatric Infectious Diseases Residency Program.,Moved to,yes,61.1912,Pediatric Infectious Diseases Fellowship Program.,,,60.0556,61.1912
60.0557,Pediatric Nephrology Residency Program.,Moved to,yes,61.1913,Pediatric Nephrology Fellowship Program.,,,60.0557,61.1913
60.0558,Pediatric Orthopedics Residency Program.,Moved to,yes,61.1505,Pediatric Orthopedics Fellowship Program.,,,60.0558,61.1505
60.0559,Pediatric Otolaryngology Residency Program.,Moved to,yes,61.1703,Pediatric Otolaryngology Fellowship Program.,,,60.0559,61.1703
60.0560,Pediatric Pathology Residency Program.,Moved to,yes,61.1814,Pediatric Pathology Fellowship Program.,,,60.056,61.1814
60.0561,Pediatric Pulmonology Residency Program.,Moved to,yes,61.1914,Pediatric Pulmonology Fellowship Program.,,,60.0561,61.1914
60.0562,Pediatric Radiology Residency Program.,Moved to,yes,61.2609,Pediatric Radiology Fellowship Program.,,,60.0562,61.2609
60.0563,Pediatric Rehabilitation Medicine Residency Program.,Moved to,yes,61.2003,Pediatric Rehabilitation Medicine Fellowship Program.,,,60.0563,61.2003
60.0564,Pediatric Rheumatology Residency Program.,Moved to,yes,61.1915,Pediatric Rheumatology Fellowship Program.,,,60.0564,61.1915
60.0565,Pediatric Surgery Residency Program.,Moved to,yes,61.2705,Pediatric Surgery Fellowship Program.,,,60.0565,61.2705
60.0566,Pediatric Transplant Hepatology Residency Program.,Moved to,yes,61.1917,Pediatric Transplant Hepatology Fellowship Program.,,,60.0566,61.1917
60.0567,Pediatric Urology Residency Program.,Moved to,yes,61.2802,Pediatric Urology Fellowship Program.,,,60.0567,61.2802
60.0568,Physical Medicine and Rehabilitation/Psychiatry Residency Program.,Deleted,no,60.0568,"Deleted, report under 61.0199",,,60.0568,60.0568
60.0569,Plastic Surgery Within the Head and Neck Residency Program.,Moved to,yes,61.2103,Plastic Surgery Within the Head and Neck Fellowship Program.,,,60.0569,61.2103
60.0570,Psychosomatic Medicine Residency Program.,Moved to,yes,61.2404,Consultation-Liaison Psychiatry Fellowship Program.,,,60.057,61.2404
60.0571,Pulmonary Disease Residency Program.,Moved to,yes,61.0814,Pulmonary Disease Fellowship Program.,,,60.0571,61.0814
60.0572,Radioisotopic Pathology Residency Program.,Moved to,yes,61.1815,Radioisotopic Pathology Fellowship Program.,,,60.0572,61.1815
60.0573,Reproductive Endocrinology/Infertility Residency Program.,Moved to,yes,61.1304,Reproductive Endocrinology/Infertility Fellowship Program.,,,60.0573,61.1304
60.0574,Rheumatology Residency Program.,Moved to,yes,61.0816,Rheumatology Fellowship Program.,,,60.0574,61.0816
60.0575,Sleep Medicine Residency Program.,Moved to,yes,61.0212,Sleep Medicine Fellowship Program.,,,60.0575,61.0212
60.0576,Spinal Cord Injury Medicine Residency Program.,Moved to,yes,61.2002,Spinal Cord Injury Medicine Fellowship Program.,,,60.0576,61.2002
60.0577,Sports Medicine Residency Program.,Moved to,yes,61.0213,Sports Medicine Fellowship Program.,,,60.0577,61.0213
60.0578,Surgery of the Hand Residency Program.,Moved to,yes,61.0214,Surgery of the Hand Fellowship Program.,,,60.0578,61.0214
60.0579,Surgical Critical Care Residency Program.,Moved to,yes,61.2706,Surgical Critical Care Fellowship Program.,,,60.0579,61.2706
60.0580,Therapeutic Radiologic Physics Residency Program.,Moved to,no,61.2611,Therapeutic Radiologic Physics Residency Program.,,,60.058,61.2611
60.0581,Transplant Hepatology Residency Program.,Moved to,yes,61.0818,Transplant Hepatology Fellowship Program.,,,60.0581,61.0818
60.0582,Undersea and Hyperbaric Medicine Residency Program.,Moved to,yes,61.0216,Undersea and Hyperbaric Medicine Fellowship Program.,,,60.0582,61.0216
60.0583,Vascular and Interventional Radiology Residency Program.,Moved to,yes,61.2612,Vascular and Interventional Radiology Fellowship Program.,,,60.0583,61.2612
60.0584,Vascular Neurology Residency Program.,Moved to,yes,61.1107,Vascular Neurology Fellowship Program.,,,60.0584,61.1107
60.0599,"Medical Residency Programs - Subspecialty Certificates, Other.",Deleted,no,60.0599,Deleted,,,60.0599,60.0599
60.06,Podiatric Medicine Residency Programs.,Moved to,yes,61.22,Podiatric Medicine Residency/Fellowship Programs.,,,60.06,61.22
60.0601,Podiatric Medicine and Surgery - 24 Residency Program.,Deleted,no,60.0601,"Deleted, report under 61.2201",,,60.0601,60.0601
60.0602,Podiatric Medicine and Surgery - 36 Residency Program.,Deleted,no,60.0602,"Deleted, report under 61.2201",,,60.0602,60.0602
,,New,no,60.07,Nurse Practitioner Residency/Fellowship Programs.,,,,60.07
